contract_id,contract_name,address,file_path,compiler_version,data_source,has_reentrancy,has_access_control_issues,has_timestamp_dependency,has_unchecked_call,has_reentrancy_unlimited,has_reentrancy_benign,has_reentrancy_events,has_unchecked_transfer,has_controlled_delegatecall,has_delegatecall_loop,has_uninitialized_state,has_uninitialized_storage,has_uninitialized_local,has_tx_origin,has_inline_assembly,has_locked_ether,has_msg_value_loop,has_shadowing_state,has_shadowing_builtin,has_shadowing_abstract,has_unused_state_vars,has_unused_return_values,has_incorrect_solc_version,has_floating_pragma,has_outdated_compiler,high_severity_count,medium_severity_count,low_severity_count,num_functions,num_external_calls,num_state_vars,num_modifiers,max_cyclomatic_complexity,num_low_level_calls,lines_of_code,num_contracts_in_file,num_dependencies,avg_function_complexity,num_functions_high_complexity,num_comments,comment_to_code_ratio,num_payable_functions,num_library_calls,inheritance_depth,num_unused_functions,high_confidence_detectors,medium_confidence_detectors,low_confidence_detectors,security_detectors_triggered,optimization_detectors_triggered,total_detector_hits,unique_vulnerability_types,detectors_per_function,detectors_per_loc,risk_score_simple,risk_score_weighted,is_high_risk,contract_complexity_category,complexity_level,failure_reason,error_message,cfg_num_nodes,cfg_num_edges,cfg_num_cycles,cfg_max_depth,cfg_avg_branching,cfg_has_complex_loops,cfg_num_exit_points,cfg_cyclomatic_total,cg_num_nodes,cg_num_edges,cg_max_call_depth,cg_num_external_calls,cg_external_call_ratio,cg_has_cyclic_calls,cg_num_public_entry_points,cg_num_internal_functions,cg_avg_calls_per_function,cg_num_leaf_functions,dfg_num_state_vars,dfg_num_tainted_flows,dfg_has_cross_function_flow,dfg_num_sensitive_sinks,dfg_num_external_sources,dfg_taint_to_sink_ratio,dfg_num_unvalidated_inputs,cei_violations,cei_safe_functions,cei_pattern_score,has_reentrancy_guard,functions_with_reentrancy_guard,state_before_call_count,state_after_call_count,unchecked_calls_in_critical_context
11,interfaces_IERC2309,0x0000000000000000000001244380312683231012,data/safe_contracts/openzeppelin_all/interfaces_IERC2309.sol,,smartbugs,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,2,0,0,0,0,0,0,17,1,1,0.0,0,8,0.47058823529411764,0,0,0,0,2,0,0,0,0,1,1,0.0,0.0,2.0,4.0,False,simple,0,,,0,0,0,0,0.0,False,0,0,0,0,0,0,0.0,False,0,0,0.0,0,0,0,False,0,0,0.0,0,0,0,1.0,False,0,0,0,0
12,utils_cryptography_verifiers_ERC7913RSAVerifier,0x9999999999999999999992512579490951949492,data/safe_contracts/openzeppelin_all/utils_cryptography_verifiers_ERC7913RSAVerifier.sol,,smartbugs,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,simple,0,IMPORT_ERROR,"File not found: Invalid compilation: 
Invalid solc compilation Error: Source ""data/safe_contracts/RSA.sol"" not found: File not found. Searched the following locations: """".
 --> data/safe_contracts/openzeppelin_all/utils_cryptography_verifiers_ERC7913RSAVerifier.sol:6:1:
  |
6 | import {RSA} from ""../RSA.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""interfaces/IERC7913.sol"" not found: File not found. Searched the following locations: """".
 --> data/safe_contracts/openzeppelin_all/utils_cryptography_verifiers_ERC7913RSAVerifier.sol:7:1:
  |
7 | import {IERC7913SignatureVerifier} from ""../../../interfaces/IERC7913.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

",0,0,0,0,0.0,False,0,0,0,0,0,0,0.0,False,0,0,0.0,0,0,0,False,0,0,0.0,0,0,0,1.0,False,0,0,0,0
13,token_ERC20_extensions_ERC20Votes,0x9999999999999999999993603926870261944081,data/safe_contracts/openzeppelin_all/token_ERC20_extensions_ERC20Votes.sol,,smartbugs,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,simple,0,IMPORT_ERROR,"File not found: Invalid compilation: 
Invalid solc compilation Error: Source ""data/safe_contracts/ERC20.sol"" not found: File not found. Searched the following locations: """".
 --> data/safe_contracts/openzeppelin_all/token_ERC20_extensions_ERC20Votes.sol:6:1:
  |
6 | import {ERC20} from ""../ERC20.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""governance/utils/Votes.sol"" not found: File not found. Searched the following locations: """".
 --> data/safe_contracts/openzeppelin_all/token_ERC20_extensions_ERC20Votes.sol:7:1:
  |
7 | import {Votes} from ""../../../governance/utils/Votes.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""utils/structs/Checkpoints.sol"" not found: File not found. Searched the following locations: """".
 --> data/safe_contracts/openzeppelin_all/token_ERC20_extensions_ERC20Votes.sol:8:1:
  |
8 | import {Checkpoints} from ""../../../utils/structs/Checkpoints.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

",0,0,0,0,0.0,False,0,0,0,0,0,0,0.0,False,0,0,0.0,0,0,0,False,0,0,0.0,0,0,0,1.0,False,0,0,0,0
14,governance_extensions_GovernorStorage,0x0000000000000000000004423985639699346053,data/safe_contracts/openzeppelin_all/governance_extensions_GovernorStorage.sol,,smartbugs,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,simple,0,IMPORT_ERROR,"File not found: Invalid compilation: 
Invalid solc compilation Error: Source ""data/safe_contracts/Governor.sol"" not found: File not found. Searched the following locations: """".
 --> data/safe_contracts/openzeppelin_all/governance_extensions_GovernorStorage.sol:6:1:
  |
6 | import {Governor} from ""../Governor.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

",0,0,0,0,0.0,False,0,0,0,0,0,0,0.0,False,0,0,0.0,0,0,0,False,0,0,0.0,0,0,0,1.0,False,0,0,0,0
15,interfaces_IERC4906,0x9999999999999999999998685341569716442993,data/safe_contracts/openzeppelin_all/interfaces_IERC4906.sol,,smartbugs,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,simple,0,IMPORT_ERROR,"File not found: Invalid compilation: 
Invalid solc compilation Error: Source ""data/safe_contracts/openzeppelin_all/IERC165.sol"" not found: File not found. Searched the following locations: """".
 --> data/safe_contracts/openzeppelin_all/interfaces_IERC4906.sol:6:1:
  |
6 | import {IERC165} from ""./IERC165.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""data/safe_contracts/openzeppelin_all/IERC721.sol"" not found: File not found. Searched the following locations: """".
 --> data/safe_contracts/openzeppelin_all/interfaces_IERC4906.sol:7:1:
  |
7 | import {IERC721} from ""./IERC721.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

",0,0,0,0,0.0,False,0,0,0,0,0,0,0.0,False,0,0,0.0,0,0,0,False,0,0,0.0,0,0,0,1.0,False,0,0,0,0
16,utils_structs_DoubleEndedQueue,0x0000000000000000000007567464152075868973,data/safe_contracts/openzeppelin_all/utils_structs_DoubleEndedQueue.sol,,smartbugs,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,simple,0,IMPORT_ERROR,"File not found: Invalid compilation: 
Invalid solc compilation Error: Source ""data/safe_contracts/Panic.sol"" not found: File not found. Searched the following locations: """".
 --> data/safe_contracts/openzeppelin_all/utils_structs_DoubleEndedQueue.sol:5:1:
  |
5 | import {Panic} from ""../Panic.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

",0,0,0,0,0.0,False,0,0,0,0,0,0,0.0,False,0,0,0.0,0,0,0,False,0,0,0.0,0,0,0,1.0,False,0,0,0,0
17,utils_Blockhash,0x9999999999999999999993240569491790385793,data/safe_contracts/openzeppelin_all/utils_Blockhash.sol,,smartbugs,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0,0,5,3,0,1,0,2,0,46,1,1,1.3333333333333333,0,26,0.5652173913043478,0,0,0,0,3,2,0,0,0,3,2,0.0,0.0,5.0,7.333333333333334,False,simple,0,,,15,12,0,6,0.8,False,2,4,3,7,0,0,0.0,False,0,3,2.3333333333333335,7,1,0,True,0,2,0.0,2,0,0,1.0,False,0,0,0,0
18,token_ERC20_extensions_IERC20Metadata,0x9999999999999999999993463785025355883826,data/safe_contracts/openzeppelin_all/token_ERC20_extensions_IERC20Metadata.sol,,smartbugs,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,simple,0,IMPORT_ERROR,"File not found: Invalid compilation: 
Invalid solc compilation Error: Source ""data/safe_contracts/IERC20.sol"" not found: File not found. Searched the following locations: """".
 --> data/safe_contracts/openzeppelin_all/token_ERC20_extensions_IERC20Metadata.sol:6:1:
  |
6 | import {IERC20} from ""../IERC20.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

",0,0,0,0,0.0,False,0,0,0,0,0,0,0.0,False,0,0,0.0,0,0,0,False,0,0,0.0,0,0,0,1.0,False,0,0,0,0
19,interfaces_IERC3156,0x0000000000000000000001720831498005251862,data/safe_contracts/openzeppelin_all/interfaces_IERC3156.sol,,smartbugs,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,simple,0,IMPORT_ERROR,"File not found: Invalid compilation: 
Invalid solc compilation Error: Source ""data/safe_contracts/openzeppelin_all/IERC3156FlashBorrower.sol"" not found: File not found. Searched the following locations: """".
 --> data/safe_contracts/openzeppelin_all/interfaces_IERC3156.sol:6:1:
  |
6 | import {IERC3156FlashBorrower} from ""./IERC3156FlashBorrower.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""data/safe_contracts/openzeppelin_all/IERC3156FlashLender.sol"" not found: File not found. Searched the following locations: """".
 --> data/safe_contracts/openzeppelin_all/interfaces_IERC3156.sol:7:1:
  |
7 | import {IERC3156FlashLender} from ""./IERC3156FlashLender.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

",0,0,0,0,0.0,False,0,0,0,0,0,0,0.0,False,0,0,0.0,0,0,0,False,0,0,0.0,0,0,0,1.0,False,0,0,0,0
20,utils_cryptography_verifiers_ERC7913P256Verifier,0x0000000000000000000002709733042220820469,data/safe_contracts/openzeppelin_all/utils_cryptography_verifiers_ERC7913P256Verifier.sol,,smartbugs,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,simple,0,IMPORT_ERROR,"File not found: Invalid compilation: 
Invalid solc compilation Error: Source ""data/safe_contracts/P256.sol"" not found: File not found. Searched the following locations: """".
 --> data/safe_contracts/openzeppelin_all/utils_cryptography_verifiers_ERC7913P256Verifier.sol:6:1:
  |
6 | import {P256} from ""../P256.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""interfaces/IERC7913.sol"" not found: File not found. Searched the following locations: """".
 --> data/safe_contracts/openzeppelin_all/utils_cryptography_verifiers_ERC7913P256Verifier.sol:7:1:
  |
7 | import {IERC7913SignatureVerifier} from ""../../../interfaces/IERC7913.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

",0,0,0,0,0.0,False,0,0,0,0,0,0,0.0,False,0,0,0.0,0,0,0,False,0,0,0.0,0,0,0,1.0,False,0,0,0,0
