contract_id,contract_name,address,file_path,compiler_version,data_source,has_reentrancy,has_access_control_issues,has_timestamp_dependency,has_unchecked_call,has_reentrancy_unlimited,has_reentrancy_benign,has_reentrancy_events,has_unchecked_transfer,has_controlled_delegatecall,has_delegatecall_loop,has_uninitialized_state,has_uninitialized_storage,has_uninitialized_local,has_tx_origin,has_inline_assembly,has_locked_ether,has_msg_value_loop,has_shadowing_state,has_shadowing_builtin,has_shadowing_abstract,has_unused_state_vars,has_unused_return_values,has_incorrect_solc_version,has_floating_pragma,has_outdated_compiler,high_severity_count,medium_severity_count,low_severity_count,num_functions,num_external_calls,num_state_vars,num_modifiers,max_cyclomatic_complexity,num_low_level_calls,lines_of_code,num_contracts_in_file,num_dependencies,avg_function_complexity,num_functions_high_complexity,num_comments,comment_to_code_ratio,num_payable_functions,num_library_calls,inheritance_depth,num_unused_functions,high_confidence_detectors,medium_confidence_detectors,low_confidence_detectors,security_detectors_triggered,optimization_detectors_triggered,total_detector_hits,unique_vulnerability_types,detectors_per_function,detectors_per_loc,risk_score_simple,risk_score_weighted,is_high_risk,contract_complexity_category,failure_reason,error_message,cfg_num_nodes,cfg_num_edges,cfg_num_cycles,cfg_max_depth,cfg_avg_branching,cfg_has_complex_loops,cfg_num_exit_points,cfg_cyclomatic_total,cg_num_nodes,cg_num_edges,cg_max_call_depth,cg_num_external_calls,cg_external_call_ratio,cg_has_cyclic_calls,cg_num_public_entry_points,cg_num_internal_functions,cg_avg_calls_per_function,cg_num_leaf_functions,dfg_num_state_vars,dfg_num_tainted_flows,dfg_has_cross_function_flow,dfg_num_sensitive_sinks,dfg_num_external_sources,dfg_taint_to_sink_ratio,dfg_num_unvalidated_inputs,label
536,KryllToken,0x464ebe7700000000000000000000000000000000,blockchain/contracts/collected/KryllToken_0x464ebe77.sol,,manual,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,57,5,6,19,0,1,0,440,8,1,1.0,0,232,0.5272727272727272,0,1,2,0,51,9,0,0,0,8,1,0.0,0.0,57.0,408.2625,True,critical,,,50,45,0,16,0.9,False,0,5,5,7,1,6,0.46153846153846156,False,3,2,1.4,6,19,2,True,0,8,0.0,2,
537,Contract,0x2b7c0fa700000000000000000000000000000000,blockchain/contracts/collected/Contract_0x2b7c0fa7.sol,,manual,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,3,2,26,27,29,29,1,25,0,297,7,1,2.2962962962962963,1,8,0.026936026936026935,1,5,2,0,23,16,0,5,3,13,4,0.0,0.0,66.0,173.63076923076923,True,critical,,,178,167,2,25,0.9382022471910112,False,12,62,27,42,3,29,0.4084507042253521,False,20,7,1.5555555555555556,19,29,8,True,5,24,1.6,14,
538,AdminUpgradeabilityProxy,0x6de037ef00000000000000000000000000000000,blockchain/contracts/collected/AdminUpgradeabilityProxy_0x6de037ef.sol,,manual,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,0,3,13,10,1,1,1,1,1,269,4,1,1.0,0,162,0.6022304832713755,2,0,2,0,13,3,0,3,0,6,4,0.0,0.0,28.0,70.46666666666665,True,complex,,,32,22,0,4,0.6875,False,2,10,10,20,1,1,0.047619047619047616,True,6,4,2.0,10,1,1,True,1,7,1.0,5,
539,TidalToken,0x29cbd05100000000000000000000000000000000,blockchain/contracts/collected/TidalToken_0x29cbd051.sol,,manual,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,0,0,30,2,0,0,0,1,0,647,6,1,1.0,0,448,0.6924265842349304,0,0,2,0,16,14,0,0,0,8,4,0.0,0.0,30.0,96.75,True,critical,,,4,2,0,1,0.5,False,0,2,2,3,1,0,0.0,False,2,0,1.5,3,0,0,False,0,1,0.0,1,
541,ZumToken,0xe0b9bcd500000000000000000000000000000000,blockchain/contracts/collected/ZumToken_0xe0b9bcd5.sol,,manual,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,0,1,10,17,18,7,0,4,0,154,4,1,1.1764705882352942,0,0,0.0,1,12,2,0,11,2,0,1,1,8,3,0.0,0.0,15.0,23.25,True,complex,,,80,64,1,12,0.8,False,9,20,17,15,2,18,0.5454545454545454,True,13,4,0.8823529411764706,7,7,9,True,7,24,1.2857142857142858,13,
543,ERC1967Proxy,0x41545f8b00000000000000000000000000000000,blockchain/contracts/collected/ERC1967Proxy_0x41545f8b.sol,,manual,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,6,4,34,3,1,0,0,1,0,790,14,1,1.0,0,467,0.5911392405063292,1,0,1,0,18,26,0,10,0,10,5,0.0,0.0,114.0,412.67999999999995,True,critical,,,8,5,0,2,0.625,False,1,3,3,4,1,1,0.2,False,1,2,1.3333333333333333,5,0,0,True,0,2,0.0,1,
544,Spell,0x090185f200000000000000000000000000000000,blockchain/contracts/collected/Spell_0x090185f2.sol,,manual,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0,0,11,2,1,5,0,1,0,264,8,1,1.0,0,76,0.2878787878787879,0,1,2,0,7,4,0,0,0,6,3,0.0,0.0,11.0,17.966666666666665,True,complex,,,11,9,0,6,0.8181818181818182,False,0,2,2,2,1,1,0.3333333333333333,False,1,1,1.0,3,5,1,True,0,2,0.0,1,
546,BabyNeiro,0x303c89f300000000000000000000000000000000,blockchain/contracts/collected/BabyNeiro_0x303c89f3.sol,,manual,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,1,0,56,24,13,20,0,29,1,1228,9,1,2.4166666666666665,1,492,0.4006514657980456,1,2,2,0,37,20,0,1,0,13,5,0.0,0.0,66.0,258.9230769230769,True,critical,,,185,176,0,27,0.9513513513513514,False,3,58,24,37,2,13,0.26,True,19,5,1.5416666666666667,18,20,14,True,4,22,3.5,15,
549,XAI,0x35e78b3900000000000000000000000000000000,blockchain/contracts/collected/XAI_0x35e78b39.sol,,manual,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,0,0,30,1,0,0,0,1,0,675,7,1,1.0,0,469,0.6948148148148148,0,0,3,0,16,14,0,0,0,7,4,0.0,0.0,30.0,110.57142857142857,True,critical,,,3,2,0,2,0.6666666666666666,False,0,1,1,2,1,0,0.0,True,1,0,2.0,1,0,0,False,0,0,0.0,0,
550,TracToken,0xaa7a9ca800000000000000000000000000000000,blockchain/contracts/collected/TracToken_0xaa7a9ca8.sol,,manual,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,10,10,23,11,15,16,1,17,0,331,8,1,3.090909090909091,1,102,0.3081570996978852,0,6,2,0,22,24,0,20,1,9,4,0.0,0.0,173.0,745.8222222222221,True,critical,,,102,102,1,17,1.0,False,5,34,11,16,1,15,0.4838709677419355,True,9,2,1.4545454545454546,8,16,1,True,10,12,0.1,5,
551,MiniMeToken,0x5a98fcbe00000000000000000000000000000000,blockchain/contracts/collected/MiniMeToken_0x5a98fcbe.sol,,manual,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,1,2,55,22,12,12,0,12,0,516,5,1,2.6363636363636362,1,240,0.46511627906976744,1,0,1,0,52,11,0,3,0,13,6,0.0,0.0,75.0,344.42307692307696,True,critical,,,157,142,2,15,0.9044585987261147,True,29,58,22,33,3,12,0.26666666666666666,False,16,6,1.5,11,12,10,True,8,44,1.25,19,
554,Sharev3,0x024b6e7d00000000000000000000000000000000,blockchain/contracts/collected/Sharev3_0x024b6e7d.sol,,manual,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,0,0,33,5,1,1,0,1,0,800,9,1,1.0,0,509,0.63625,0,1,3,0,18,15,0,0,0,8,4,0.0,0.0,33.0,117.5625,True,critical,,,18,13,0,7,0.7222222222222222,False,1,5,5,11,1,1,0.08333333333333333,True,4,1,2.2,6,1,1,True,0,5,0.0,3,
556,LOKA,0x61e90a5000000000000000000000000000000000,blockchain/contracts/collected/LOKA_0x61e90a50.sol,,manual,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1,1,8,7,1,1,0,1,0,615,9,1,1.0,0,317,0.5154471544715448,0,0,2,0,6,5,0,2,1,7,4,0.0,0.0,23.0,31.21428571428571,True,complex,,,22,15,0,4,0.6818181818181818,False,1,7,7,11,1,1,0.08333333333333333,True,6,1,1.5714285714285714,6,1,3,True,0,17,0.0,7,
557,BlockBlend,0x0a44a7cc00000000000000000000000000000000,blockchain/contracts/collected/BlockBlend_0x0a44a7cc.sol,,manual,True,True,True,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,2,6,66,17,11,15,0,17,0,1354,14,1,2.2941176470588234,1,615,0.45420974889217136,2,1,2,0,53,28,0,8,7,19,7,0.0,0.0,116.0,443.2421052631579,True,critical,,,121,115,0,26,0.9504132231404959,False,0,39,17,27,2,11,0.2894736842105263,True,12,5,1.588235294117647,12,15,9,True,5,19,1.8,11,
558,InitializedProxy,0xdffa3a7f00000000000000000000000000000000,blockchain/contracts/collected/InitializedProxy_0xdffa3a7f,,manual,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0,0,5,3,1,1,0,3,1,42,1,1,1.6666666666666667,0,11,0.2619047619047619,2,0,0,0,4,1,0,0,0,4,3,0.0,0.0,5.0,5.875,True,moderate,,,25,23,0,16,0.92,False,0,5,3,10,1,1,0.09090909090909091,False,3,0,3.3333333333333335,11,1,1,True,1,2,1.0,1,
559,UnFederalReserveToken,0x5218e47200000000000000000000000000000000,blockchain/contracts/collected/UnFederalReserveToken_0x5218e472.sol,,manual,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,0,1,28,12,5,6,0,14,0,896,7,1,3.1666666666666665,2,528,0.5892857142857143,0,2,2,0,13,16,0,1,0,9,5,0.0,0.0,33.0,88.73333333333332,True,critical,,,95,91,2,19,0.9578947368421052,True,12,38,12,20,5,5,0.2,False,6,6,1.6666666666666667,12,6,4,True,0,24,0.0,10,
561,Chain,0xa2cd3d4300000000000000000000000000000000,blockchain/contracts/collected/Chain_0xa2cd3d43.sol,,manual,True,False,True,False,False,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,1,2,20,13,6,10,0,14,0,554,10,1,3.0,2,216,0.3898916967509025,0,3,2,0,9,14,0,3,0,12,6,0.0,0.0,40.0,62.666666666666664,True,critical,,,104,99,2,19,0.9519230769230769,True,13,39,13,25,5,6,0.1935483870967742,True,7,6,1.9230769230769231,13,10,5,True,1,26,5.0,10,
562,ERC20Token,0x723cbfc000000000000000000000000000000000,blockchain/contracts/collected/ERC20Token_0x723cbfc0.sol,,manual,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,1,0,29,3,0,1,0,3,0,1262,23,1,1.6666666666666667,0,770,0.6101426307448494,0,0,5,0,24,9,0,1,0,7,4,0.0,0.0,39.0,168.81428571428572,True,critical,,,8,6,0,3,0.75,False,0,5,3,2,1,0,0.0,True,1,2,0.6666666666666666,3,1,0,False,0,6,0.0,1,
563,MonethaToken,0xaf4dce1600000000000000000000000000000000,blockchain/contracts/collected/MonethaToken_0xaf4dce16.sol,,manual,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,23,10,0,15,0,5,0,128,2,1,1.8,0,37,0.2890625,0,0,1,0,12,11,0,0,0,8,2,0.0,0.0,23.0,56.6375,True,complex,,,57,51,0,10,0.8947368421052632,False,4,18,10,13,2,0,0.0,False,7,3,1.3,7,15,6,True,0,13,0.0,7,
566,RibbonToken,0x6123b00400000000000000000000000000000000,blockchain/contracts/collected/RibbonToken_0x6123b004.sol,,manual,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0,0,15,6,0,4,3,1,0,729,10,1,1.0,0,446,0.6117969821673526,0,0,3,0,10,5,0,0,0,5,2,0.0,0.0,15.0,40.5,False,complex,,,21,15,0,6,0.7142857142857143,False,0,6,6,9,1,0,0.0,True,3,3,1.5,8,4,1,True,0,10,0.0,4,
567,Coin98,0xae12c59300000000000000000000000000000000,blockchain/contracts/collected/Coin98_0xae12c593.sol,,manual,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0,0,18,23,10,7,0,1,0,743,6,1,1.0,0,498,0.6702557200538358,0,9,1,0,7,13,0,0,2,6,2,0.0,0.0,18.0,48.3,False,complex,,,77,54,0,6,0.7012987012987013,False,11,23,23,32,3,10,0.23809523809523808,False,17,6,1.391304347826087,14,7,8,True,5,35,1.6,16,
569,CErc20Delegator,0x4b01811000000000000000000000000000000000,blockchain/contracts/collected/CErc20Delegator_0x4b018110,,manual,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,2,3,42,39,71,0,0,3,3,425,11,1,1.0512820512820513,0,230,0.5411764705882353,1,0,2,0,57,6,0,5,0,12,6,0.0,0.0,77.0,392.7,True,critical,,,132,94,0,7,0.7121212121212122,False,34,41,39,105,2,71,0.4034090909090909,False,37,2,2.6923076923076925,5,0,28,True,5,51,5.6,29,
572,MiniMeToken,0x3f382dbd00000000000000000000000000000000,blockchain/contracts/collected/MiniMeToken_0x3f382dbd.sol,,manual,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,1,2,55,22,12,12,0,12,0,516,5,1,2.6363636363636362,1,240,0.46511627906976744,1,0,1,0,52,11,0,3,0,13,6,0.0,0.0,75.0,344.42307692307696,True,critical,,,157,142,2,15,0.9044585987261147,True,29,58,22,33,3,12,0.26666666666666666,False,16,6,1.5,11,12,10,True,8,44,1.25,19,
574,DssToken,0x213c53c900000000000000000000000000000000,blockchain/contracts/collected/DssToken_0x213c53c9.sol,,manual,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,2,11,90,2,0,0,0,1,0,1212,11,1,1.0,0,646,0.533003300330033,0,0,2,0,58,50,0,13,4,18,5,0.0,0.0,165.0,852.5,True,critical,,,6,4,0,2,0.6666666666666666,False,0,2,2,4,1,0,0.0,False,2,0,2.0,3,0,0,False,0,4,0.0,2,
575,Share,0x5bb29c3300000000000000000000000000000000,blockchain/contracts/collected/Share_0x5bb29c33.sol,,manual,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,0,0,32,4,0,0,0,1,0,798,9,1,1.0,0,510,0.6390977443609023,0,0,3,0,18,14,0,0,0,7,4,0.0,0.0,32.0,127.08571428571427,True,critical,,,15,11,0,5,0.7333333333333333,False,1,4,4,9,1,0,0.0,True,4,0,2.25,3,0,0,False,0,5,0.0,3,
576,GEEQToken,0x6b9f031d00000000000000000000000000000000,blockchain/contracts/collected/GEEQToken_0x6b9f031d.sol,,manual,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,8,18,14,11,0,3,0,174,5,1,1.5555555555555556,0,3,0.017241379310344827,0,7,1,0,6,4,0,0,0,6,1,0.0,0.0,8.0,11.733333333333333,False,moderate,,,84,69,0,7,0.8214285714285714,False,9,28,18,11,2,14,0.56,False,17,1,0.6111111111111112,10,11,8,True,6,19,1.3333333333333333,10,
579,PillarToken,0xe381850400000000000000000000000000000000,blockchain/contracts/collected/PillarToken_0xe3818504.sol,,manual,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,0,11,67,14,17,27,2,13,0,458,10,1,3.4285714285714284,1,149,0.32532751091703055,3,8,1,0,61,21,0,11,2,16,6,0.0,0.0,122.0,577.2125,True,critical,,,138,125,0,19,0.9057971014492754,False,22,48,14,18,1,17,0.4857142857142857,False,12,2,1.2857142857142858,9,27,3,True,4,6,0.75,3,
580,BeaconProxy,0x98968f0700000000000000000000000000000000,blockchain/contracts/collected/BeaconProxy_0x98968f07.sol,,manual,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,0,1,22,5,5,1,0,3,0,336,4,1,1.4,0,213,0.6339285714285714,1,2,1,0,14,9,0,1,0,5,4,0.0,0.0,27.0,109.62,True,critical,,,21,17,0,8,0.8095238095238095,False,1,7,5,8,4,5,0.38461538461538464,False,1,4,1.6,6,1,1,True,1,4,1.0,2,
581,CosmosERC20,0xc0a4df3500000000000000000000000000000000,blockchain/contracts/collected/CosmosERC20_0xc0a4df35,,manual,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,2,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,2,0,0,0,0,1,1,0.0,0.0,2.0,4.0,False,simple,,,0,0,0,0,0.0,False,0,0,0,0,0,0,0.0,False,0,0,0.0,0,0,0,False,0,0,0.0,0,
582,NuCypherToken,0x4fe8321300000000000000000000000000000000,blockchain/contracts/collected/NuCypherToken_0x4fe83213.sol,,manual,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0,0,13,2,1,0,0,1,0,314,6,1,1.0,0,175,0.5573248407643312,0,0,2,0,8,5,0,0,0,4,2,0.0,0.0,13.0,37.375,False,complex,,,6,4,0,3,0.6666666666666666,False,1,2,2,2,1,1,0.3333333333333333,False,2,0,1.0,2,0,1,False,1,4,1.0,2,
584,AdminUpgradeabilityProxy,0xd714d91a00000000000000000000000000000000,blockchain/contracts/collected/AdminUpgradeabilityProxy_0xd714d91a.sol,,manual,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,7,0,25,3,0,0,0,1,0,425,12,1,1.0,0,238,0.56,1,0,3,0,22,10,0,7,0,9,5,0.0,0.0,95.0,306.1111111111111,True,critical,,,8,5,0,3,0.625,False,0,3,3,5,1,0,0.0,True,1,2,1.6666666666666667,4,0,0,True,0,3,0.0,1,
585,AdminUpgradeabilityProxy,0xd291e7a000000000000000000000000000000000,blockchain/contracts/collected/AdminUpgradeabilityProxy_0xd291e7a0.sol,,manual,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,6,0,14,10,1,1,1,1,1,279,4,1,1.0,0,167,0.5985663082437276,2,0,2,0,12,8,0,6,0,7,4,0.0,0.0,74.0,186.05714285714282,True,critical,,,39,29,0,5,0.7435897435897436,False,2,10,10,22,2,1,0.043478260869565216,True,6,4,2.2,10,1,1,True,1,8,1.0,5,
586,AToken,0x71fc860f00000000000000000000000000000000,blockchain/contracts/collected/AToken_0x71fc860f.sol,,manual,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,True,True,False,False,9,26,429,23,30,10,2,7,0,5465,34,1,2.217391304347826,0,2159,0.3950594693504117,0,18,2,0,398,75,0,35,2,31,9,0.0,0.0,649.0,9431.435483870966,True,critical,,,164,150,0,19,0.9146341463414634,False,16,51,23,40,4,30,0.42857142857142855,True,15,8,1.7391304347826086,12,10,13,True,1,39,13.0,21,
587,ANTv2,0xa117000000000000000000000000000000000000,blockchain/contracts/collected/ANTv2_0xa1170000.sol,,manual,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,0,0,8,18,11,14,1,3,0,172,3,1,1.1111111111111112,0,21,0.12209302325581395,0,5,1,0,6,2,0,0,0,4,3,0.0,0.0,8.0,14.8,True,moderate,,,74,57,0,8,0.7702702702702703,False,6,20,18,28,3,11,0.28205128205128205,False,11,7,1.5555555555555556,12,14,9,True,1,44,9.0,15,
588,ConvergenceToken,0xc834fa9900000000000000000000000000000000,blockchain/contracts/collected/ConvergenceToken_0xc834fa99.sol,,manual,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0,0,23,2,0,1,0,1,0,615,5,1,1.0,0,399,0.6487804878048781,0,0,2,0,8,15,0,0,0,5,1,0.0,0.0,23.0,85.1,True,complex,,,4,2,0,2,0.5,False,0,2,2,2,1,0,0.0,False,1,1,1.0,3,1,0,True,0,1,0.0,1,
589,PolyToken,0x9992ec3c00000000000000000000000000000000,blockchain/contracts/collected/PolyToken_0x9992ec3c.sol,,manual,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,19,10,7,7,0,3,0,187,3,1,1.2,0,96,0.5133689839572193,0,6,1,0,18,3,0,0,0,5,1,0.0,0.0,19.0,76.38,False,complex,,,45,36,0,8,0.8,False,7,12,10,3,1,7,0.7,False,8,2,0.3,8,7,6,True,3,15,2.0,8,
590,AergoErc20,0x91af0fbb00000000000000000000000000000000,blockchain/contracts/collected/AergoErc20_0x91af0fbb.sol,,manual,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,0,0,28,11,0,2,1,1,0,793,7,1,1.0,0,523,0.6595208070617906,0,0,2,0,12,16,0,0,0,7,4,0.0,0.0,28.0,92.8,True,critical,,,47,36,0,4,0.7659574468085106,False,6,11,11,30,1,0,0.0,True,11,0,2.727272727272727,6,2,2,True,0,14,0.0,8,
591,AdminUpgradeabilityProxy,0x3d65839000000000000000000000000000000000,blockchain/contracts/collected/AdminUpgradeabilityProxy_0x3d658390.sol,,manual,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,0,0,19,2,0,0,0,1,0,294,6,1,1.0,0,176,0.5986394557823129,1,0,3,0,17,2,0,0,0,6,4,0.0,0.0,19.0,58.26666666666666,True,complex,,,6,4,0,3,0.6666666666666666,False,0,2,2,4,1,0,0.0,True,1,1,2.0,4,0,0,True,0,3,0.0,1,
592,ATAToken,0xa2120b9e00000000000000000000000000000000,blockchain/contracts/collected/ATAToken_0xa2120b9e,,manual,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,2,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,2,0,0,0,0,1,1,0.0,0.0,2.0,4.0,False,simple,,,0,0,0,0,0.0,False,0,0,0,0,0,0,0.0,False,0,0,0.0,0,0,0,False,0,0,0.0,0,
593,CakeOFT,0x152649ea00000000000000000000000000000000,blockchain/contracts/collected/CakeOFT_0x152649ea,,manual,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,2,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,2,0,0,0,0,1,1,0.0,0.0,2.0,4.0,False,simple,,,0,0,0,0,0.0,False,0,0,0,0,0,0,0.0,False,0,0,0.0,0,0,0,False,0,0,0.0,0,
594,Zeta,0xf091867e00000000000000000000000000000000,blockchain/contracts/collected/Zeta_0xf091867e.sol,,manual,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0,0,6,1,0,0,0,1,0,106,5,1,1.0,0,4,0.03773584905660377,0,0,3,0,4,2,0,0,0,3,2,0.0,0.0,6.0,10.8,False,moderate,,,3,2,0,2,0.6666666666666666,False,0,1,1,3,1,0,0.0,True,1,0,3.0,2,0,0,False,0,3,0.0,1,
596,RariToken,0xfca59cd800000000000000000000000000000000,blockchain/contracts/collected/RariToken_0xfca59cd8.sol,,manual,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,12,5,0,4,0,1,0,595,8,1,1.0,0,380,0.6386554621848739,0,0,3,0,3,9,0,0,0,3,1,0.0,0.0,12.0,37.2,False,moderate,,,13,8,0,4,0.6153846153846154,False,1,5,5,4,1,0,0.0,False,3,2,0.8,6,4,0,True,0,2,0.0,1,
597,SwftCoin,0x0bb217e400000000000000000000000000000000,blockchain/contracts/collected/SwftCoin_0x0bb217e4.sol,,manual,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,2,41,9,1,3,0,9,0,145,4,1,3.2222222222222223,0,13,0.0896551724137931,1,0,1,0,42,4,0,2,1,10,3,0.0,0.0,51.0,228.48,True,critical,,,66,57,0,13,0.8636363636363636,False,11,29,9,4,1,1,0.2,False,8,1,0.4444444444444444,7,3,6,True,1,16,6.0,7,
598,MainToken,0x97a9bac000000000000000000000000000000000,blockchain/contracts/collected/MainToken_0x97a9bac0.sol,,manual,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0,1,50,9,0,1,0,10,0,615,13,1,2.0,0,224,0.3642276422764228,0,0,2,0,40,11,0,1,3,8,3,0.0,0.0,55.0,327.9375,True,critical,,,48,43,2,14,0.8958333333333334,True,5,18,9,11,2,0,0.0,True,6,3,1.2222222222222223,11,1,0,True,0,5,0.0,2,
601,ERC20,0x5d60d8d700000000000000000000000000000000,blockchain/contracts/collected/ERC20_0x5d60d8d7.sol,,manual,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,2,1,32,11,11,6,0,1,0,307,5,1,1.0,0,123,0.4006514657980456,1,6,1,0,33,7,0,3,0,13,5,0.0,0.0,57.0,166.17692307692312,True,critical,,,52,41,0,7,0.7884615384615384,False,9,11,11,3,1,11,0.7857142857142857,False,11,0,0.2727272727272727,10,6,7,True,5,20,1.4,9,
605,VaultProxy,0x053c80eA00000000000000000000000000000000,blockchain/contracts/collected/VaultProxy_0x053c80eA.sol,,manual,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,0,0,13,4,3,0,0,1,1,172,5,1,1.0,0,96,0.5581395348837209,0,0,2,0,13,0,0,0,0,5,4,0.0,0.0,13.0,33.800000000000004,True,complex,,,15,11,0,9,0.7333333333333333,False,1,4,4,5,1,3,0.375,False,3,1,1.25,6,0,0,False,1,1,0.0,1,
607,CErc20Delegator,0x2Db6c82C00000000000000000000000000000000,blockchain/contracts/collected/CErc20Delegator_0x2Db6c82C,,manual,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,2,1,76,40,10,0,0,3,4,423,10,1,1.05,0,226,0.5342789598108747,1,0,2,0,90,6,0,3,0,12,6,0.0,0.0,101.0,792.85,True,critical,,,137,98,0,7,0.7153284671532847,False,3,42,40,43,2,10,0.18867924528301888,False,36,4,1.075,6,0,4,True,4,50,1.0,28,
609,MasterChef,0xbD17B1ce00000000000000000000000000000000,blockchain/contracts/collected/MasterChef_0xbD17B1ce.sol,,manual,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,2,9,84,18,49,10,0,5,0,1246,11,1,2.1666666666666665,0,694,0.5569823434991974,0,23,2,0,47,50,0,11,2,17,5,0.0,0.0,149.0,718.7058823529412,True,critical,,,120,109,1,12,0.9083333333333333,False,7,39,18,18,3,49,0.7313432835820896,False,15,3,1.0,9,10,14,True,9,27,1.5555555555555556,14,
